SampleID	place	p_class	Eriophyoidea_family	geographic_emarcation	longitude	latitude	heigh	bio12	bio15	bio18	bio2	bio3	bio8	plant	Relationship	Group	Zoogeographical
GD146_5	GD	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	113.4873	23.6192	30	1955	67	802	85	34	246	4	Dicotyledoneae_Eriophyidae	DED	South China
GD148_1	GD	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	113.6252	23.5895	30	1972	67	809	85	34	247	46	Dicotyledoneae_Diptilomiopidae 	DED	South China
GD148_2	GD	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	113.6252	23.5895	30	1972	67	809	85	34	247	46	Dicotyledoneae_Diptilomiopidae 	DED	South China
GD148_3	GD	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	113.6252	23.5895	30	1972	67	809	85	34	247	46	Dicotyledoneae_Diptilomiopidae 	DED	South China
GD148_4	GD	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	113.6252	23.5895	30	1972	67	809	85	34	247	46	Dicotyledoneae_Diptilomiopidae 	DED	South China
GD148_5	GD	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	113.6252	23.5895	30	1972	67	809	85	34	247	46	Dicotyledoneae_Diptilomiopidae 	DED	South China
GD148_6	GD	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	113.6252	23.5895	30	1972	67	809	85	34	247	46	Dicotyledoneae_Diptilomiopidae 	DED	South China
GS17_1	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS17_2	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS17_3	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS17_4	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS17_5	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS18_1	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS18_2	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS18_3	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS18_4	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS18_5	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS24_1	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS24_3	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS24_4	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS24_5	GS	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	104.6267	35.0094	1780	512	81	259	106	30	169	0	Dicotyledoneae_Eriophyidae	DED	Northern China
GS33_1	GS	Dicotyledoneae	Eriophyidae	Temperate grassland	103.8083	36.0725	1680	348	88	189	131	31	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
GS33_2	GS	Dicotyledoneae	Eriophyidae	Temperate grassland	103.8083	36.0725	1680	348	88	189	131	31	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
GS33_3	GS	Dicotyledoneae	Eriophyidae	Temperate grassland	103.8083	36.0725	1680	348	88	189	131	31	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
GS33_4	GS	Dicotyledoneae	Eriophyidae	Temperate grassland	103.8083	36.0725	1680	348	88	189	131	31	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
GS33_5	GS	Dicotyledoneae	Eriophyidae	Temperate grassland	103.8083	36.0725	1680	348	88	189	131	31	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
GS35_2	GS	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Monocotyledoneae_Eriophyidae	MED	Central China
GS35_3	GS	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Monocotyledoneae_Eriophyidae	MED	Central China
GS35_4	GS	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Monocotyledoneae_Eriophyidae	MED	Central China
GS36_1	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Dicotyledoneae_Eriophyidae	DED	Central China
GS36_2	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Dicotyledoneae_Eriophyidae	DED	Central China
GS36_3	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Dicotyledoneae_Eriophyidae	DED	Central China
GS36_4	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Dicotyledoneae_Eriophyidae	DED	Central China
GS36_5	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.9364	33.3769	1140	587	79	288	101	32	200	1	Dicotyledoneae_Eriophyidae	DED	Central China
GS44_1	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS44_2	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS44_3	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS44_4	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS44_5	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS47_1	GS	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Diptilomiopidae 	DED	Central China
GS47_2	GS	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Diptilomiopidae 	DED	Central China
GS47_3	GS	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Diptilomiopidae 	DED	Central China
GS47_4	GS	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Diptilomiopidae 	DED	Central China
GS47_5	GS	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Diptilomiopidae 	DED	Central China
GS51_1	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS51_2	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS51_3	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS51_4	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS51_5	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS55_2	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS55_3	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
GS55_4	GS	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	104.7752	33.1858	1240	701	76	335	110	35	156	11	Dicotyledoneae_Eriophyidae	DED	Central China
HB20_1	HB	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	111.0838	32.5078	193	852	62	383	107	30	253	39	Dicotyledoneae_Eriophyidae	DED	Central China
HB20_2	HB	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	111.0838	32.5078	193	852	62	383	107	30	253	39	Dicotyledoneae_Eriophyidae	DED	Central China
HB20_3	HB	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	111.0838	32.5078	193	852	62	383	107	30	253	39	Dicotyledoneae_Eriophyidae	DED	Central China
HB20_4	HB	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	111.0838	32.5078	193	852	62	383	107	30	253	39	Dicotyledoneae_Eriophyidae	DED	Central China
HB20_5	HB	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	111.0838	32.5078	193	852	62	383	107	30	253	39	Dicotyledoneae_Eriophyidae	DED	Central China
HL103_3	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Eriophyidae	DED	North East
HL103_4	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Eriophyidae	DED	North East
HL103_5	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Eriophyidae	DED	North East
HL105_1	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL105_2	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL105_3	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL105_4	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL105_5	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.735	44.4794	330	584	92	356	123	24	190	23	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL113_1	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL113_2	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL113_3	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL113_4	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL113_5	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL114_1	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL114_2	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL114_3	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL114_4	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL114_5	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Eriophyidae	DED	North East
HL115_1	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL115_2	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL115_3	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL115_4	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL115_5	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL116_1	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL116_2	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL116_3	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL116_4	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL116_5	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.6203	45.1519	240	591	93	365	124	24	195	71	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL120_1	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL120_2	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL120_3	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL120_4	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL120_5	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL121_1	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Eriophyidae	DED	North East
HL121_2	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Eriophyidae	DED	North East
HL121_3	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Eriophyidae	DED	North East
HL121_4	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Eriophyidae	DED	North East
HL121_5	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Eriophyidae	DED	North East
HL121_6	HL	Dicotyledoneae	Eriophyidae	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Eriophyidae	DED	North East
HL123_1	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL123_2	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL123_3	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL123_4	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL123_5	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL124_1	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL124_2	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL124_3	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL125_1	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL125_2	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL125_3	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL125_4	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL125_5	HL	Dicotyledoneae	Diptilomiopidae 	Temperate mixed forest	129.5906	44.6011	250	553	91	337	124	24	204	0	Dicotyledoneae_Diptilomiopidae 	DED	North East
HL134_1	HL	Dicotyledoneae	Eriophyidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Dicotyledoneae_Eriophyidae	DED	North East
HL134_2	HL	Dicotyledoneae	Eriophyidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Dicotyledoneae_Eriophyidae	DED	North East
HL134_3	HL	Dicotyledoneae	Eriophyidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Dicotyledoneae_Eriophyidae	DED	North East
HL134_4	HL	Dicotyledoneae	Eriophyidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Dicotyledoneae_Eriophyidae	DED	North East
HL137_1	HL	Gymnospermae	Phytoptidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Gymnospermae_Phytoptidae	GP	North East
HL137_2	HL	Gymnospermae	Phytoptidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Gymnospermae_Phytoptidae	GP	North East
HL137_3	HL	Gymnospermae	Phytoptidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Gymnospermae_Phytoptidae	GP	North East
HL137_4	HL	Gymnospermae	Phytoptidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Gymnospermae_Phytoptidae	GP	North East
HL137_5	HL	Gymnospermae	Phytoptidae	Temperate grassland	126.6881	45.7867	140	557	104	365	124	23	212	3	Gymnospermae_Phytoptidae	GP	North East
HN242_1	HN	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Monocotyledoneae_Eriophyidae	MED	Central China
HN242_2	HN	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Monocotyledoneae_Eriophyidae	MED	Central China
HN242_3	HN	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Monocotyledoneae_Eriophyidae	MED	Central China
HN242_4	HN	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Monocotyledoneae_Eriophyidae	MED	Central China
HN242_5	HN	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Monocotyledoneae_Eriophyidae	MED	Central China
HN245_1	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN245_2	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN245_3	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN245_4	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN245_5	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN248_1	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN248_2	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN248_3	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	112.9479	28.1943	82	1386	47	434	76	23	221	9	Dicotyledoneae_Eriophyidae	DED	Central China
HN262_1	HN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Diptilomiopidae 	DED	Central China
HN262_2	HN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Diptilomiopidae 	DED	Central China
HN262_3	HN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Diptilomiopidae 	DED	Central China
HN262_4	HN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Diptilomiopidae 	DED	Central China
HN262_5	HN	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Diptilomiopidae 	DED	Central China
HN269_1	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Eriophyidae	DED	Central China
HN269_2	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Eriophyidae	DED	Central China
HN269_3	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Eriophyidae	DED	Central China
HN269_4	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Eriophyidae	DED	Central China
HN269_5	HN	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4804	29.0486	1452	1445	55	583	80	26	236	79	Dicotyledoneae_Eriophyidae	DED	Central China
HN274_1	HN	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4943	29.1232	246	1445	55	583	80	26	236	32	Gymnospermae_Eriophyidae	GE	Central China
HN274_2	HN	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4943	29.1232	246	1445	55	583	80	26	236	32	Gymnospermae_Eriophyidae	GE	Central China
HN274_3	HN	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4943	29.1232	246	1445	55	583	80	26	236	32	Gymnospermae_Eriophyidae	GE	Central China
HN274_4	HN	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4943	29.1232	246	1445	55	583	80	26	236	32	Gymnospermae_Eriophyidae	GE	Central China
HN274_5	HN	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4943	29.1232	246	1445	55	583	80	26	236	32	Gymnospermae_Eriophyidae	GE	Central China
HN276_1	HN	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4943	29.1232	246	1445	55	583	80	26	236	32	Gymnospermae_Eriophyidae	GE	Central China
HN276_2	HN	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	110.4943	29.1232	246	1445	55	583	80	26	236	32	Gymnospermae_Eriophyidae	GE	Central China
