SampleID	place	p_class	Eriophyoidea_family	geographic_emarcation	longitude	latitude	heigh	bio12	bio15	bio18	bio2	bio3	bio8	plant	Relationship	Group	Zoogeographical
LN26_3	LN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	123.7356	42	170	705	97	439	118	24	233	0	Gymnospermae_Eriophyidae	GE	North East
LN26_4	LN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	123.7356	42	170	705	97	439	118	24	233	0	Gymnospermae_Eriophyidae	GE	North East
LN26_5	LN	Gymnospermae	Eriophyidae	Temperate broad-leaved forests	123.7356	42	170	705	97	439	118	24	233	0	Gymnospermae_Eriophyidae	GE	North East
LN28_2	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Diptilomiopidae 	DED	Mongolia_Xinjiang Region
LN28_3	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Diptilomiopidae 	DED	Mongolia_Xinjiang Region
LN28_4	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Diptilomiopidae 	DED	Mongolia_Xinjiang Region
LN28_5	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Diptilomiopidae 	DED	Mongolia_Xinjiang Region
LN29_1	LN	Monocotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Monocotyledoneae_Eriophyidae	MED	Mongolia_Xinjiang Region
LN29_2	LN	Monocotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Monocotyledoneae_Eriophyidae	MED	Mongolia_Xinjiang Region
LN29_5	LN	Monocotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Monocotyledoneae_Eriophyidae	MED	Mongolia_Xinjiang Region
LN31_2	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
LN31_3	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
LN31_5	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
LN34_1	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
LN34_3	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
LN34_5	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	121.7161	41.61	140	573	105	373	110	24	233	10	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
LN41_1	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	122.9569	40.0381	150	787	98	484	90	22	213	83	Dicotyledoneae_Eriophyidae	DED	North East
LN41_2	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	122.9569	40.0381	150	787	98	484	90	22	213	83	Dicotyledoneae_Eriophyidae	DED	North East
LN41_3	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	122.9569	40.0381	150	787	98	484	90	22	213	83	Dicotyledoneae_Eriophyidae	DED	North East
LN41_4	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	122.9569	40.0381	150	787	98	484	90	22	213	83	Dicotyledoneae_Eriophyidae	DED	North East
LN41_5	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	122.9569	40.0381	150	787	98	484	90	22	213	83	Dicotyledoneae_Eriophyidae	DED	North East
LN48_1	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN48_2	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN48_3	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN48_4	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN49_2	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN49_3	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN49_4	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN49_5	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN51_1	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Diptilomiopidae 	DED	North East
LN51_2	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Diptilomiopidae 	DED	North East
LN51_3	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Diptilomiopidae 	DED	North East
LN51_4	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Diptilomiopidae 	DED	North East
LN57_1	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN57_2	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN57_3	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN57_4	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN57_5	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN70_1	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN70_2	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN70_3	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN70_4	LN	Dicotyledoneae	Eriophyidae	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Eriophyidae	DED	North East
LN71_2	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Diptilomiopidae 	DED	North East
LN71_3	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Diptilomiopidae 	DED	North East
LN71_4	LN	Dicotyledoneae	Diptilomiopidae 	Temperate broad-leaved forests	124.0647	40.4275	100	972	103	619	105	24	217	19	Dicotyledoneae_Diptilomiopidae 	DED	North East
NM2_1	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	108.27	41.1	1026	190	112	126	132	27	201	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM2_2	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	108.27	41.1	1026	190	112	126	132	27	201	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM2_3	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	108.27	41.1	1026	190	112	126	132	27	201	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM2_4	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	108.27	41.1	1026	190	112	126	132	27	201	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM2_5	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	108.27	41.1	1026	190	112	126	132	27	201	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM3_1	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	111.41	40.48	1040	394	108	256	133	28	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM3_2	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	111.41	40.48	1040	394	108	256	133	28	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM3_3	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	111.41	40.48	1040	394	108	256	133	28	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM3_4	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	111.41	40.48	1040	394	108	256	133	28	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
NM3_5	NM	Dicotyledoneae	Eriophyidae	Temperate grassland	111.41	40.48	1040	394	108	256	133	28	190	0	Dicotyledoneae_Eriophyidae	DED	Mongolia_Xinjiang Region
S136_1	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Dicotyledoneae_Eriophyidae	DED	Central China
S136_4	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Dicotyledoneae_Eriophyidae	DED	Central China
S136_5	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Dicotyledoneae_Eriophyidae	DED	Central China
S138_1	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Gymnospermae_Eriophyidae	GE	Central China
S138_2	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Gymnospermae_Eriophyidae	GE	Central China
S138_3	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Gymnospermae_Eriophyidae	GE	Central China
S138_4	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Gymnospermae_Eriophyidae	GE	Central China
S138_5	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8358	32.0339	33	1013	53	451	86	25	267	0	Gymnospermae_Eriophyidae	GE	Central China
S159_1	S	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	118.91	31.5834	27	1116	49	474	84	25	271	0	Gymnospermae_Phytoptidae	GP	Central China
S159_2	S	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	118.91	31.5834	27	1116	49	474	84	25	271	0	Gymnospermae_Phytoptidae	GP	Central China
S159_3	S	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	118.91	31.5834	27	1116	49	474	84	25	271	0	Gymnospermae_Phytoptidae	GP	Central China
S159_4	S	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	118.91	31.5834	27	1116	49	474	84	25	271	0	Gymnospermae_Phytoptidae	GP	Central China
S159_5	S	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	118.91	31.5834	27	1116	49	474	84	25	271	0	Gymnospermae_Phytoptidae	GP	Central China
S176_k_1	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_k_2	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_k_3	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_k_4	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_z_1	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_z_2	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_z_3	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_z_4	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S176_z_5	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	300	1013	53	451	86	25	267	NA	Gymnospermae_Eriophyidae	GE	Central China
S179B_1	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	NA	Dicotyledoneae_Eriophyidae	DED	Central China
S179B_2	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	NA	Dicotyledoneae_Eriophyidae	DED	Central China
S179B_3	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	NA	Dicotyledoneae_Eriophyidae	DED	Central China
S179B_4	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	NA	Dicotyledoneae_Eriophyidae	DED	Central China
S179H_1	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Eriophyidae	DED	Central China
S179H_3	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Eriophyidae	DED	Central China
S179H_4	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Eriophyidae	DED	Central China
S181_1	S	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Monocotyledoneae_Eriophyidae	MED	Central China
S181_2	S	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Monocotyledoneae_Eriophyidae	MED	Central China
S181_3	S	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Monocotyledoneae_Eriophyidae	MED	Central China
S181_4	S	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Monocotyledoneae_Eriophyidae	MED	Central China
S181_5	S	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Monocotyledoneae_Eriophyidae	MED	Central China
S182_1	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Gymnospermae_Eriophyidae	GE	Central China
S182_2	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Gymnospermae_Eriophyidae	GE	Central China
S182_3	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Gymnospermae_Eriophyidae	GE	Central China
S182_4	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Gymnospermae_Eriophyidae	GE	Central China
S182_5	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Gymnospermae_Eriophyidae	GE	Central China
S183_1	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Dicotyledoneae_Eriophyidae	DED	Central China
S183_2	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Dicotyledoneae_Eriophyidae	DED	Central China
S183_3	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Dicotyledoneae_Eriophyidae	DED	Central China
S183_4	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Dicotyledoneae_Eriophyidae	DED	Central China
S183_5	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8269	32.0514	10	998	53	444	88	26	269	29	Dicotyledoneae_Eriophyidae	DED	Central China
S184_1	S	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Diptilomiopidae 	DED	Central China
S184_2	S	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Diptilomiopidae 	DED	Central China
S184_3	S	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Diptilomiopidae 	DED	Central China
S184_4	S	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Diptilomiopidae 	DED	Central China
S184_5	S	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Diptilomiopidae 	DED	Central China
S185_1	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Eriophyidae	DED	Central China
S185_2	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Eriophyidae	DED	Central China
S185_3	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Eriophyidae	DED	Central China
S185_4	S	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.8506	32.0689	33	1013	53	451	86	25	267	46	Dicotyledoneae_Eriophyidae	DED	Central China
S187_1	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.84	32.03	29	1013	53	451	86	25	267	18	Gymnospermae_Eriophyidae	GE	Central China
S187_2	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.84	32.03	29	1013	53	451	86	25	267	18	Gymnospermae_Eriophyidae	GE	Central China
S187_3	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.84	32.03	29	1013	53	451	86	25	267	18	Gymnospermae_Eriophyidae	GE	Central China
S187_4	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.84	32.03	29	1013	53	451	86	25	267	18	Gymnospermae_Eriophyidae	GE	Central China
S187_5	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.84	32.03	29	1013	53	451	86	25	267	18	Gymnospermae_Eriophyidae	GE	Central China
S187_6	S	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	118.84	32.03	29	1013	53	451	86	25	267	18	Gymnospermae_Eriophyidae	GE	Central China
SC107_1	SC	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.6135	30.9974	730	1124	93	648	79	28	231	0	Gymnospermae_Eriophyidae	GE	Central China
SC107_2	SC	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.6135	30.9974	730	1124	93	648	79	28	231	0	Gymnospermae_Eriophyidae	GE	Central China
SC107_3	SC	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.6135	30.9974	730	1124	93	648	79	28	231	0	Gymnospermae_Eriophyidae	GE	Central China
SC107_4	SC	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.6135	30.9974	730	1124	93	648	79	28	231	0	Gymnospermae_Eriophyidae	GE	Central China
SC107_5	SC	Gymnospermae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.6135	30.9974	730	1124	93	648	79	28	231	0	Gymnospermae_Eriophyidae	GE	Central China
SC114_1	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.4911	30.9184	927	1073	86	590	85	31	201	32	Monocotyledoneae_Eriophyidae	MED	Central China
SC114_2	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.4911	30.9184	927	1073	86	590	85	31	201	32	Monocotyledoneae_Eriophyidae	MED	Central China
SC114_3	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.4911	30.9184	927	1073	86	590	85	31	201	32	Monocotyledoneae_Eriophyidae	MED	Central China
SC114_4	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.4911	30.9184	927	1073	86	590	85	31	201	32	Monocotyledoneae_Eriophyidae	MED	Central China
SC114_5	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.4911	30.9184	927	1073	86	590	85	31	201	32	Monocotyledoneae_Eriophyidae	MED	Central China
SC16_1	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC16_2	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC16_3	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC17_1	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Monocotyledoneae_Eriophyidae	MED	Central China
SC17_2	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Monocotyledoneae_Eriophyidae	MED	Central China
SC17_3	SC	Monocotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Monocotyledoneae_Eriophyidae	MED	Central China
SC23_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Dicotyledoneae_Eriophyidae	DED	Central China
SC23_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Dicotyledoneae_Eriophyidae	DED	Central China
SC23_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	106.7551	31.8642	535	1130	76	519	82	28	241	29	Dicotyledoneae_Eriophyidae	DED	Central China
SC38_1	SC	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Gymnospermae_Phytoptidae	GP	Central China
SC38_2	SC	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Gymnospermae_Phytoptidae	GP	Central China
SC38_3	SC	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Gymnospermae_Phytoptidae	GP	Central China
SC38_4	SC	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Gymnospermae_Phytoptidae	GP	Central China
SC38_5	SC	Gymnospermae	Phytoptidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Gymnospermae_Phytoptidae	GP	Central China
SC46_1	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC46_2	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC46_3	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC46_4	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC46_5	SC	Dicotyledoneae	Diptilomiopidae 	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Diptilomiopidae 	DED	Central China
SC49_1	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Eriophyidae	DED	Central China
SC49_2	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Eriophyidae	DED	Central China
SC49_3	SC	Dicotyledoneae	Eriophyidae	Subtropical evergreen broad-leaved forest	103.862	33.0659	3004	802	75	379	135	40	92	92	Dicotyledoneae_Eriophyidae	DED	Central China
